"species_i","site_i","s_range_size","s_pd","s_nnd","s_mpd","s_vpd","s_spd","s_kpd","s_richness","r_success","r_range_size","r_n_pd","r_n_nnd","r_n_mpd","r_n_vpd","r_n_spd","r_n_kpd","r_n_richness","r_e_pd","r_e_nnd","r_e_mpd","r_e_vpd","r_e_spd","r_e_kpd","r_e_richness","r_ne_pd","r_ne_nnd","r_ne_mpd","r_ne_vpd","r_ne_spd","r_ne_kpd","r_ne_richness"
"Agapornis_personatus","F",-0.74540787681672,-0.49987768785213,-0.771227011124653,0.0377470203125346,-1.10020246077798,0.0696127217749048,0.74594774456459,-0.604188190008054,0,-0.206624803266896,0.996939680933383,1.30242027850915,-0.213973590025749,-0.827814151510602,1.40123924787303,-0.336202371202533,0.990464352961988,0.983612230034528,-0.81162129020887,-1.18598750726757,0.0131766726941193,0.6782723016024,-0.526836583685459,0.974697714856268,1.0185803064464,-0.87693410234523,-0.57516700478988,-0.514414132646663,0.0712948901496008,-0.210230387471114,1.02308586548204
"Agapornis_roseicollis","H",-0.714415188129142,-0.683070997628732,2.90431998275703,0.0755619004945935,-1.1227540454835,1.00710249643371,0.0763979012870878,-0.755345044274271,0,-0.8526542514558,-1.2315914374005,1.30242027858797,0.158056301382879,-0.720870695234235,1.0371321920687,-0.70831662757224,-1.2240057261386,-0.622597916233533,0.810745843987493,0.580975577011096,-0.674780072381989,-0.24024028363337,-0.118934324466446,-0.594101464293344,-1.11224465318255,1.19408409093278,0.337800903956356,-0.720863743862003,0.0800943778292716,-0.125706397966483,-1.07394756818256
"Agapornis_roseicollis","F",-0.714415188129142,-0.683070997628732,2.90431998275703,0.0755619004945935,-1.1227540454835,1.00710249643371,0.0763979012870878,-0.755345044274271,0,-0.206624803266896,0.996939680933394,1.3024202785094,-0.213973590025112,-0.827814151510602,1.40123924787303,-0.336202371202533,0.990464352961988,0.983612230034528,-0.492788814137338,-1.182222964283,0.00103980878793985,0.702950606350896,-0.542846354465974,0.974697714856268,1.0185803064464,-0.469931368725937,-0.573712102537059,-0.521950889085446,0.0950069795136195,-0.231738130179455,1.02308586548204
"Aix_galericulata","F",-0.403196939224712,-0.375113888905288,0.0247416780138511,1.26052654493457,0.298378637454245,-0.678347365142604,-0.0336425048189084,-0.391947401483572,0,-0.206624803266896,0.95896513355136,-1.46356370625524,1.08504427523918,1.76971302916558,-0.986917508959814,0.0510303175711602,0.990464352961988,0.983612230034528,-0.39900241172606,1.68777009894431,-0.0125233007271077,-1.95768216336501,0.806637296109852,0.974697714856268,1.0185803064464,-0.648122086296449,1.52346238434003,0.774240298334664,-1.36068483808865,0.34278327456563,1.02308586548204
"Aix_sponsa","N",-0.0183710546872853,-0.828614102304243,-0.18608815553103,1.14603582804135,0.973902120784585,-0.371606940208818,-0.225158320750022,-0.637318459436266,0,1.96947439063257,-0.38233117022814,-1.30178057465733,1.36664457839376,0.851042996034203,-1.44299463787227,0.818692139953186,-0.437558408327175,-1.45574540469112,-0.508293607035075,0.745767157499046,0.668710521010283,-0.903447699668728,0.0267507687929807,-1.48711022780928,-0.702495811828916,-0.489723872837607,1.45868094823697,0.656295565206827,-1.32407539189641,0.362881569455882,-0.78081386240149
"Alauda_arvensis","H",2.76322275502284,0.0494575530632262,-0.486591997467697,-1.22012494727805,1.26547085231715,1.10229046602962,-0.582151411169218,0.0118277571727613,1,-0.8526542514558,-1.24856568480414,0.0660527716723429,-0.21810120575576,0.0842793002014395,-0.107981228459285,-0.59813231545298,-1.2240057261386,-0.622597916233533,-0.135380461919627,0.00130645447203727,-0.151482658009875,0.460431398965625,-0.54324907081038,-0.594101464293344,-1.11224465318255,-0.0136849468954978,-0.20211231655263,0.0428748205563534,0.636561743010702,-0.581906523741921,-1.07394756818256
"Alauda_arvensis","N",2.76322275502284,0.0494575530632262,-0.486591997467697,-1.22012494727805,1.26547085231715,1.10229046602962,-0.582151411169218,0.0118277571727613,1,1.96947439063257,-0.367549100308065,-0.225086539300143,-0.326281876169243,-0.385940350227034,-0.27567129788198,-0.231715925613664,-0.437558408327175,-1.45574540469112,1.15414835312315,-0.155387963752777,0.0654714316978506,0.809100987260273,-0.685272294835853,-1.48711022780928,-0.702495811828916,1.63245147946632,-0.237780514897418,-0.542845549808586,0.607569239391291,-0.506149728733088,-0.78081386240149
"Alectoris_barbara","H",-0.622728484095057,-1.18809411524315,0.948198976276825,1.47197085607276,-1.01166012424112,-2.08148936089286,1.6448502186516,-1.01003399050365,0,-0.8526542514558,-1.26013247377003,-0.776447145810504,1.28302205457555,-0.0874197790149408,-1.30918761560985,0.996948618044458,-1.2240057261386,-0.622597916233533,0.0629834767751382,-0.225083533719825,1.94679803161594,0.260876396032481,-0.618010043552569,-0.594101464293344,-1.11224465318255,0.239534757367458,0.443689085772395,2.18403521734066,0.0341047681878021,-0.507645530586403,-1.07394756818256
"Alectoris_barbara","N",-0.622728484095057,-1.18809411524315,0.948198976276825,1.47197085607276,-1.01166012424112,-2.08148936089286,1.6448502186516,-1.01003399050365,0,1.96947439063257,-0.345024299097079,1.41557131465211,1.71249607998155,-0.936688071949936,-1.15333335870965,0.762182573615867,-0.437558408327175,-1.45574540469112,-0.526042590549363,0.131517834705459,1.47072544806977,-0.114483270434855,-0.459542114196988,-1.48711022780928,-0.702495811828916,-0.512381178323822,1.54227098308414,0.198321244786309,-1.29065174379458,0.356409159812266,-0.78081386240149
"Alectoris_chukar","H",0.348375761449055,-0.0474943054973318,-0.6280697789748,1.33568034578045,-0.185759214769404,-0.877576658733366,0.111631645351365,-0.0906690138707694,1,-0.8526542514558,-1.26013247377004,-0.776447145810712,1.28302205457501,-0.0874197790149396,-1.30918761560985,0.996948618044458,-1.2240057261386,-0.614380440449508,-0.526042590548435,-0.296349501621794,2.03731976799293,0.285277896547974,-0.622137458198744,-0.569966092306427,-1.10935545079965,-0.512381178322638,0.395719887752054,2.2986150263387,0.0539753092622882,-0.514547630035759,-1.06643131931638
"Alectoris_chukar","F",0.348375761449055,-0.0474943054973318,-0.6280697789748,1.33568034578045,-0.185759214769404,-0.877576658733366,0.111631645351365,-0.0906690138707694,0,-0.206624803266896,0.968542000504411,-0.766005408814831,1.58685823131449,-0.70907822218432,-2.14260369122068,3.70817418411915,0.990464352961988,0.983612230034528,0.357437135284741,2.09848317999374,-1.05607173861406,-2.94934921036089,2.18467632844059,0.974697714856268,1.0185803064464,0.615416930386582,2.06385723112893,-1.22032298677768,-3.00399091814738,2.61199424924214,1.02308586548204
"Alectoris_graeca","N",-0.700210205814002,-1.24230319179502,-0.613531991831808,1.29469511809129,-0.269468228442636,-0.876146904012602,0.183289310388421,-1.01313995326255,1,1.96947439063257,-0.34502429909709,1.41557131465172,1.71249607998057,-0.936688071949936,-1.15333335870965,0.762182573615867,-0.437558408327175,-1.45220086681874,-0.729874428941866,0.00855099960322346,1.67250909140038,-0.0775299296700156,-0.46940133059019,-1.46297485582236,-0.70124957910048,-0.772580880833996,1.49368346057538,0.355268451754531,-1.24778769322001,0.32320608527233,-0.773297613535308
